,job,company,location,salary,description
276.0,Data Scientist,    Samba TV,"San Francisco, CA",,We’re looking for a Data Scientist to help us build the first real-time cross-screen TV analytics platform that brings the power of online analytics to TV data....
277.0,Data Scientist II,        HCA Corporate,"Nashville, TN",,"Moreover, the data scientist must understand the scientific process of hypothesis generation and testing, in particular data oriented discovery methodologies..."
278.0,Head of Data Science,        Vox Media,"Washington, DC",,You will ultimately drive a shift in deepening and broadening our data informed culture enabling data as a true currency....
279.0,Data Scientist,        Acosta Sales & Marketing,"Jacksonville, FL 32256",,"The Data Scientist will be a part of a team chartered to merge and mine large amounts of retail execution, sales and other relevant data to develop algorithms..."
280.0,Data Scientist/Data Engineer,        Novetta,"Springfield, VA",,Novetta is seeking a Data Engineer or Data Scientist interested in creating scalable ETL solutions and solving analytical challenges!...
281.0,Research Analyst,        University of Maryland,"College Park, MD",,Data management and analyses; And maintaining connections and communication with other campus offices and programs for survey distribution and data collection....
287.0,Research Analyst,        BRTRC,"Vienna, VA",,"BRTRC, a growing government contractor, is seeking a Research Analyst. This position is ideal for recent college graduates, looking for an entry-level, foot"
288.0,Data Analysis & Reporting Services,    DbTemps,"Santa Barbara, CA",,To learn more about demo availability and pricing for DbTemps - Data Analysis & Reporting Services you can click on the following link:....
289.0,Requirements/ Data Scientist,        Red Gate Group,"Arlington, VA",,"IT Requirements/Data Scientist-. With multiple initiatives underway or in planning, the relationships between IT initiatives and supporting data must be..."
290.0,"Scientist, Senior",        Siemens,"Norwood, MA",,"Extensive lab work designing and executing experiments, and analyzing resultant data. Development scientist will serve as a recognized leader and authority in..."
291.0,Junior Front-End Data Scientist,        Mathematica Policy Research,"Cambridge, MA 02139 (Area IV area)",,We are seeking a junior front-end data scientist to join our Program Improvement team. Experience in web development using .NET and JavaScript (preferably with...
292.0,Data Scientist at Fino Consulting,    Brooklyn Data Science,"New York, NY",,"Strong, demonstrable data analysis skills. Guide complex data collection, storage, and processing solutions. Fino is looking for a Data Scientist to expand our..."
293.0,Data Scientist - Healthcare,    Consultants 2 Go,"Fulton, MD",,"Predictive modelling experience, data analytics, machine learning, and big data technologies such as Python, R, and Hadoop...."
294.0,Data Analyst,        Booz Allen Hamilton,"Springfield, VA",,3+ years of experience as a data analyst or data scientist. Knowledge of statistical methods and standard data mining techniques....
295.0,"Data Scientist, Mayor's Office of Innovation","    City of Baltimore, MD","Baltimore, MD",,"Able to understand various data structures and common methods in data transformation; Complex data collection, evaluation, and analysis...."
296.0,SAS Developer/Data Scientist,"    Onyx Government Services, LLC","Vienna, VA",,"Proven experience in SAS, data processing, database programming and/or data analytics. Data manipulation, exploration, analysis, and data integrity (experience..."
302.0,Data Science Solution Architect,    Cazena,"Waltham, MA",,"Cazena offers fully-managed data science sandboxes that offer data scientists a self-serve experience. Our mission is to make data science simple, with a..."
303.0,2017 University Graduate: Machine Learning Engineer,    MindMeld,"San Francisco, CA",,"You will primarily code in python and leverage a host of machine learning toolkits like scikit-learn, numpy, scipy, duckling etc. You will use crowdsourcing..."
304.0,"Data Scientist, Statistical Genetics",    Goldfinch Biopharma,"Cambridge, MA",,"Data Scientist, Statistical Genetics. Experience using clinical data, electronic medical records, and laboratory data for analysis of complex phenotypes...."
305.0,BI Data Developer – Data Scientist,        Life Time Fitness,"Chanhassen, MN 55317",,"Investigating data opportunities. Use of SQL, stored procedures and relational data sources. Problem solving skills to maximize data models for information..."
307.0,Analytics Data Scientist,        Honeywell,"Morris Plains, NJ 07950",,"If your answer is yes, Honeywell has an intriguing opportunity for you as data scientist. Data modeling, mining, pattern analysis, data visualization and..."
308.0,Data Scientist,    DataScience,"Los Angeles, CA",,"DataScience is seeking to hire a full time data scientist for our partner Wpromote, Inc. Conducting deep and continuous exploration of heterogeneous data...."
309.0,Artificial Intelligence / Machine Learning Performance Engineer,        Mellanox Technologies,"Sunnyvale, CA",,"In addition, we serve a wide range of markets including high performance computing, enterprise, data centers, cloud computing, big data and Web 2.0...."
310.0,"Junior Data Scientist (Python, Spark, SciKitLearn)",        Workbridge Associates,"Chicago, IL 60603 (Loop area)","$100,000 a year",A digital marketing firm located in River North is looking for a Junior-Level Data Scientist to join their growing analytics team....
311.0,Data Scientist III,        Choice Hotels,"Phoenix, AZ 85032 (Paradise Valley area)",,"Data Scientist III. Lead building big data capabilities. Draw on advanced level proficiency with SAS, R, Python and experience in building advanced algorithms..."
321.0,"Senior Data Scientist, Predictive Analytics",        ABBOTT LABORATORIES,"Lake Bluff, IL",,Trains lower-level scientists. Provides subject matter expertise in data analytics; Evaluates data using analytical methodologies to achieve results....
322.0,Senior Data Scientist,        Groupon,"Chicago, IL 60654 (Loop area)",,4+ years of experience as a data scientist or a related role. Provide thought leadership on challenging data science problems that aim to make Groupon's...
323.0,IT Consultant 4 (Data Governance Lead),        Salient CRGT,"Arlington, VA",,Salient CRGT is seeking to hire a Data Governance Data Analyst to join our Federal Civilian division. 5+ years of experience with Data Governance with 1 year...
324.0,Consulting Analyst - Advanced Analytics,        Steelcase,"Grand Rapids, MI 49508",,"Strong knowledge of SQL, experience with tools and concepts related to data and analytics, such as dimensional modeling, ETL, reporting tools, data governance,..."
326.0,IT Consultant 4 (Data Governance Lead),        CRGT Inc.,"Arlington, VA",,Salient CRGT is seeking to hire a Data Governance Data Analyst to join our Federal Civilian division. 5+ years of experience with Data Governance with 1 year...
333.0,Operations Research Analyst (Mid-Senior Analyst),"        Tecolote Research, Inc.","Havre de Grace, MD 21078",,Skills Required: We are seeking highly motivated individuals with excellent quantitative and analytical skills with considerable growth potential. Varying
334.0,Data Science Manager,        Capital One,"McLean, VA",,"Data Science Manager. As a Data Scientist you will be part of a team that's driving the implementation of next generation Customer Matching and Search solution,..."
336.0,Sr. Data Scientist,    CircleBack Inc.,"McLean, VA",,Thinks like a Data Scientist Machine Learning Statistics Data Exploration/mining Software Engineering / Tools:....
337.0,Data & Research Analyst,        Delta Dental,"Rancho Cordova, CA",,Keeps abreast of network infrastructure and leverages data sets needed to meet Enterprise business requirements....
338.0,Chief Data Scientists,    Mighty AI,"Seattle, WA",,"Our Chief Data Scientist will lead, grow and develop our existing team of top-notch data scientists. Mighty AI is looking for a Chief Data Scientist to..."
340.0,Data Scientist,    indify,"New York, NY","$90,000 - $170,000 a year","You'll have your hands in all parts of indify's data pipeline including building out the algorithms driving the heart of indify, constructing data pipelines to..."
